user_id, o, c, e, a, n, cpb-i, cpb-o, dis_ocean, avg_dis_ocean, dis_os, avg_dis_os, email_ratio, cnt_send, cnt_s_size, cnt_s_attach, cnt_s_days
EZT0640,12.0,15.0,27.0,39.0,27.0,-9.54,-16.14,617.214617642,32.4849798759,24.0,1.26315789474,98.0,3037665.0,123.0,84.0,
BAK0964,25.0,16.0,22.0,18.0,28.0,-5.58,-10.15,345.672648287,31.4247862079,16.0,1.45454545455,62.0,1774785.0,40.0,55.0,
JCC0225,47.0,45.0,40.0,15.0,18.0,-13.43,-34.04,1364.2574024,34.10643506,16.0,0.4,1159.0,34196235.0,0.0,258.0,
EMW0105,35.0,40.0,17.0,41.0,34.0,-22.12,-29.22,827.290308817,27.5763436272,16.0,0.533333333333,466.0,13981824.0,0.0,221.0,
SJF0094,35.0,19.0,16.0,44.0,30.0,-21.26,-22.97,1176.68689993,31.8023486468,16.0,0.432432432432,473.0,13934664.0,452.0,217.0,
CSJ0340,45.0,24.0,19.0,38.0,25.0,-22.93,-27.92,357.907840282,32.5370763893,28.0,2.54545454545,125.0,3869422.0,75.0,96.0,
JHP0583,37.0,25.0,40.0,42.0,37.0,-14.28,-24.88,277.247123272,27.7247123272,16.0,1.6,56.0,1647639.0,62.0,48.0,
HSD0457,38.0,19.0,20.0,42.0,27.0,-21.02,-24.79,112.270072217,28.0675180543,30.0,7.5,8.0,254298.0,1.0,8.0,
PGC0066,32.0,39.0,28.0,43.0,26.0,-21.09,-33.93,1358.28649978,27.1657299955,16.0,0.32,1023.0,31235310.0,675.0,299.0,
WDV0573,48.0,36.0,13.0,31.0,33.0,-22.32,-26.6,298.468148812,29.8468148812,16.0,1.6,58.0,1758510.0,92.0,55.0,
QRM0739,33.0,11.0,26.0,29.0,30.0,-10.43,-14.0,1646.12762245,29.3951361151,28.0,0.5,695.0,20199417.0,493.0,272.0,
ASS0517,36.0,35.0,47.0,44.0,32.0,-15.89,-33.04,758.196927187,34.4634966903,16.0,0.727272727273,162.0,4765451.0,128.0,125.0,
ESH0283,44.0,30.0,35.0,18.0,31.0,-9.55,-21.21,801.997261738,24.3029473254,16.0,0.484848484848,571.0,17156615.0,391.0,261.0,
WBC0192,47.0,36.0,39.0,39.0,27.0,-20.4,-35.57,1370.90456226,27.9776441278,16.0,0.326530612245,454.0,13423460.0,513.0,230.0,
PLH0715,42.0,37.0,19.0,37.0,29.0,-22.72,-30.6,139.0675788,27.8135157599,30.0,6.0,13.0,434134.0,5.0,13.0,
KJG0910,37.0,10.0,31.0,18.0,29.0,-5.73,-11.12,481.139987602,30.0712492251,24.0,1.5,99.0,3014705.0,85.0,83.0,
DBW0483,17.0,16.0,25.0,21.0,37.0,-1.56,-5.51,1783.93973316,31.8560666635,16.0,0.285714285714,919.0,27777231.0,518.0,329.0,
KBC0054,42.0,43.0,17.0,41.0,32.0,-25.18,-33.23,930.999256627,31.0333085542,24.0,0.8,33.0,1060992.0,0.0,32.0,
KNB0022,22.0,38.0,45.0,16.0,30.0,-1.11,-20.08,1048.26242555,30.8312478103,16.0,0.470588235294,39.0,1191882.0,30.0,36.0,
PIS0522,44.0,26.0,48.0,40.0,35.0,-14.16,-28.15,562.341681334,33.0789224314,16.0,0.941176470588,132.0,3927156.0,169.0,108.0,
ADD0846,18.0,19.0,25.0,12.0,35.0,1.05,-4.33,282.732484594,35.3415605742,16.0,2.0,47.0,1452780.0,37.0,46.0,
NKP0236,45.0,41.0,19.0,40.0,31.0,-25.07,-33.4,887.288602172,32.8625408212,16.0,0.592592592593,763.0,22884450.0,219.0,265.0,
VLB0647,48.0,40.0,42.0,47.0,24.0,-24.75,-42.63,664.147854498,34.9551502367,16.0,0.842105263158,131.0,3929938.0,136.0,111.0,
DKB0631,34.0,18.0,14.0,46.0,31.0,-21.92,-22.39,659.343112641,38.7848889789,24.0,1.41176470588,131.0,3958717.0,92.0,104.0,
KES0729,20.0,10.0,24.0,45.0,31.0,-13.51,-16.16,1740.17768722,37.8299497221,16.0,0.347826086957,583.0,17222884.0,590.0,241.0,
IBB0696,47.0,13.0,36.0,16.0,33.0,-6.14,-12.84,159.756253199,31.9512506398,16.0,3.2,22.0,718530.0,14.0,22.0,
BLL0929,44.0,49.0,10.0,41.0,39.0,-26.81,-32.24,1246.49206786,38.9528771205,16.0,0.5,255.0,7801430.0,180.0,151.0,
HAH0248,33.0,43.0,22.0,18.0,29.0,-12.06,-23.56,707.056985498,26.1872957592,16.0,0.592592592593,147.0,4345945.0,88.0,111.0,
NBC0412,14.0,25.0,18.0,18.0,31.0,-4.0,-9.47,606.310021104,30.3155010552,30.0,1.5,522.0,15103123.0,508.0,250.0,
CRP0456,37.0,41.0,28.0,43.0,30.0,-21.95,-34.18,143.444443815,28.688888763,16.0,3.2,14.0,465062.0,14.0,14.0,
JIG0128,25.0,45.0,35.0,18.0,27.0,-7.21,-24.94,806.375729584,31.0144511379,16.0,0.615384615385,186.0,5578474.0,0.0,116.0,
IJR0825,38.0,42.0,39.0,46.0,32.0,-20.47,-36.48,316.527120065,26.3772600054,16.0,1.33333333333,46.0,1392908.0,58.0,43.0,
ESH0135,35.0,22.0,32.0,44.0,28.0,-18.22,-27.15,112.620636964,28.1551592409,28.0,7.0,14.0,413528.0,26.0,14.0,
RHO0732,20.0,10.0,21.0,19.0,34.0,-2.36,-3.73,2071.7796765,36.3470118684,24.0,0.421052631579,627.0,18839655.0,588.0,256.0,
DGW0752,40.0,46.0,20.0,40.0,14.0,-28.2,-42.46,1140.78714988,35.6495984337,16.0,0.5,391.0,11761166.0,433.0,198.0,
HPR0585,34.0,46.0,15.0,46.0,35.0,-25.19,-32.95,156.942973093,31.3885946186,30.0,6.0,30.0,884051.0,24.0,30.0,
TBT0461,43.0,42.0,13.0,30.0,28.0,-22.55,-29.93,288.352402541,32.0391558378,16.0,1.77777777778,22.0,635868.0,13.0,21.0,
SAK0375,16.0,20.0,27.0,16.0,31.0,-0.69,-8.03,902.480852227,29.1122855557,16.0,0.516129032258,796.0,23662375.0,872.0,291.0,
BJH0811,48.0,39.0,44.0,14.0,40.0,-6.06,-21.38,969.395627632,34.6212724154,16.0,0.571428571429,286.0,8752698.0,0.0,159.0,
TVS0006,43.0,43.0,37.0,20.0,41.0,-9.29,-23.04,2466.57185786,30.4515044181,16.0,0.197530864198,119.0,3683346.0,170.0,103.0,
FAW0032,43.0,24.0,17.0,37.0,37.0,-19.52,-21.13,1645.7601604,30.4770400073,16.0,0.296296296296,1355.0,40139852.0,607.0,278.0,
WSR0241,35.0,27.0,15.0,25.0,29.0,-14.86,-19.05,1224.6198225,25.5129129687,16.0,0.333333333333,864.0,25660790.0,813.0,283.0,
LRW0970,10.0,26.0,39.0,22.0,28.0,-0.15,-14.48,372.136256297,31.0113546914,16.0,1.33333333333,61.0,1931205.0,51.0,54.0,
ZMC0284,42.0,33.0,41.0,30.0,31.0,-13.09,-27.67,1155.13198013,25.1115647854,16.0,0.347826086957,676.0,20242605.0,497.0,294.0,
SAC0687,20.0,49.0,37.0,19.0,22.0,-7.48,-28.45,992.788695025,32.025441775,28.0,0.903225806452,153.0,4512260.0,38.0,116.0,
CKB0427,38.0,38.0,36.0,43.0,37.0,-18.09,-30.78,675.545195098,30.7065997772,16.0,0.727272727273,253.0,7659258.0,148.0,174.0,
BTS0011,25.0,42.0,16.0,25.0,29.0,-14.01,-23.27,1256.67779075,27.3190824076,18.0,0.391304347826,55.0,1643897.0,26.0,51.0,
IIA0092,39.0,30.0,42.0,14.0,27.0,-5.54,-21.04,843.686047579,27.2156789542,24.0,0.774193548387,457.0,13816327.0,189.0,210.0,
WKD0013,42.0,36.0,40.0,27.0,34.0,-11.81,-26.23,1332.54495443,25.6258645084,18.0,0.346153846154,65.0,1985172.0,16.0,59.0,
JNJ0556,43.0,45.0,22.0,33.0,34.0,-20.63,-30.74,810.487262897,31.1725870345,16.0,0.615384615385,205.0,6116650.0,170.0,143.0,
TLH0648,32.0,35.0,18.0,24.0,26.0,-14.78,-23.18,312.634456042,28.4213141857,16.0,1.45454545455,100.0,2983153.0,0.0,88.0,
IBP0883,30.0,25.0,15.0,11.0,17.0,-9.9,-16.82,886.529079097,36.938711629,16.0,0.666666666667,111.0,3253490.0,94.0,93.0,
WAS0254,43.0,37.0,16.0,18.0,35.0,-14.16,-19.88,578.591822058,28.9295911029,16.0,0.8,151.0,4511364.0,62.0,101.0,
QNP0216,19.0,35.0,39.0,26.0,34.0,-4.57,-19.51,1256.97594419,27.9327987597,16.0,0.355555555556,1185.0,35710292.0,0.0,270.0,
KLM0639,20.0,15.0,24.0,40.0,26.0,-13.36,-18.66,371.284751675,33.7531592432,24.0,2.18181818182,127.0,3751738.0,0.0,106.0,
AIB0948,42.0,31.0,27.0,20.0,31.0,-11.97,-21.01,197.392507412,28.1989296303,30.0,4.28571428571,51.0,1601840.0,15.0,49.0,
RBB0485,40.0,40.0,35.0,30.0,26.0,-16.31,-31.88,1044.51149238,23.7388975541,24.0,0.545454545455,716.0,21213087.0,0.0,287.0,
RZC0746,15.0,38.0,33.0,43.0,26.0,-14.58,-29.84,1930.23190913,33.2798605023,16.0,0.275862068966,733.0,21676675.0,583.0,330.0,
MDM0976,41.0,40.0,38.0,20.0,31.0,-10.36,-26.04,917.427960123,24.1428410559,16.0,0.421052631579,277.0,8188799.0,0.0,188.0,
XBN0229,34.0,16.0,17.0,40.0,29.0,-18.75,-20.35,1059.36019103,31.1576526773,16.0,0.470588235294,656.0,19877212.0,443.0,258.0,
SMH0291,23.0,22.0,10.0,24.0,32.0,-10.56,-11.43,275.677055206,30.6307839118,28.0,3.11111111111,30.0,904307.0,5.0,28.0,
MHG0244,42.0,46.0,21.0,15.0,22.0,-15.88,-29.07,894.519264938,33.1303431459,16.0,0.592592592593,111.0,3342099.0,0.0,90.0,
RAS0432,44.0,47.0,40.0,41.0,16.0,-24.51,-45.77,1275.78818033,35.4385605647,16.0,0.444444444444,338.0,9887648.0,370.0,200.0,
EIP0997,42.0,28.0,20.0,25.0,34.0,-14.67,-19.49,798.799523113,24.9624850973,18.0,0.5625,193.0,5738985.0,0.0,120.0,
EMW0772,46.0,41.0,20.0,12.0,28.0,-13.8,-23.7,364.611073137,26.0436480812,24.0,1.71428571429,62.0,1945371.0,39.0,55.0,
SBQ0786,41.0,17.0,19.0,44.0,34.0,-21.03,-22.07,941.195902579,31.3731967526,24.0,0.8,168.0,5120804.0,106.0,132.0,
PDH0716,40.0,16.0,14.0,10.0,24.0,-9.6,-11.54,342.968661024,34.2968661024,16.0,1.6,17.0,516519.0,17.0,16.0,
GZB0469,46.0,39.0,22.0,45.0,28.0,-27.17,-36.59,259.441927643,37.0631325204,16.0,2.28571428571,27.0,840477.0,21.0,27.0,
NMB0972,45.0,22.0,17.0,20.0,29.0,-14.41,-17.54,246.703803915,35.2434005592,30.0,4.28571428571,47.0,1429739.0,13.0,46.0,
ONL0276,48.0,46.0,17.0,41.0,20.0,-30.34,-41.69,952.396201488,35.2739333884,24.0,0.888888888889,173.0,5409534.0,63.0,142.0,
MBJ0312,22.0,45.0,49.0,12.0,26.0,-0.47,-23.88,1770.57305086,36.8869385596,24.0,0.5,363.0,10760057.0,368.0,199.0,
DRR0242,39.0,19.0,40.0,41.0,33.0,-14.45,-24.21,1751.13678649,31.8388506634,28.0,0.509090909091,858.0,25380949.0,258.0,340.0,
AJH0175,19.0,19.0,16.0,33.0,37.0,-10.05,-11.17,1351.64568296,32.9669678772,16.0,0.390243902439,308.0,9637222.0,83.0,186.0,
LQP0508,26.0,44.0,21.0,40.0,27.0,-20.31,-32.09,502.684784407,29.5696932004,16.0,0.941176470588,123.0,3686260.0,80.0,93.0,
DVW0103,40.0,45.0,44.0,21.0,29.0,-10.27,-30.06,889.413936187,26.9519374602,30.0,0.909090909091,196.0,5620957.0,0.0,147.0,
SMB0804,38.0,10.0,19.0,36.0,33.0,-15.81,-15.43,719.456051084,34.2598119564,16.0,0.761904761905,190.0,5569282.0,0.0,146.0,
KBG0549,16.0,19.0,37.0,10.0,32.0,4.79,-5.86,993.337498474,31.0417968273,24.0,0.75,608.0,18134077.0,513.0,262.0,
BAH0875,43.0,19.0,26.0,17.0,30.0,-9.55,-15.1,1364.08711595,27.2817423189,16.0,0.32,235.0,6882379.0,55.0,140.0,
JAV0361,36.0,45.0,40.0,45.0,33.0,-19.43,-36.54,1479.52247084,34.4074993219,16.0,0.372093023256,864.0,26198459.0,564.0,302.0,
COM0321,38.0,18.0,34.0,18.0,27.0,-7.04,-16.19,1445.98276982,28.9196553963,16.0,0.32,313.0,9465302.0,0.0,190.0,
CCC0393,35.0,30.0,40.0,16.0,26.0,-5.94,-21.09,737.741636006,25.4393667588,30.0,1.03448275862,437.0,13050501.0,113.0,245.0,
QSV0778,17.0,23.0,36.0,35.0,33.0,-6.91,-17.53,391.818981588,26.1212654392,30.0,2.0,72.0,2089865.0,0.0,66.0,
BMC0547,41.0,18.0,22.0,21.0,35.0,-10.31,-12.97,737.416890641,27.3117366904,30.0,1.11111111111,583.0,17544982.0,0.0,247.0,
AWM0764,47.0,37.0,39.0,42.0,36.0,-19.69,-33.01,381.705569018,31.8087974181,30.0,2.5,53.0,1620426.0,22.0,50.0,
FXF0957,35.0,25.0,47.0,36.0,28.0,-11.51,-26.99,134.544245182,26.9088490364,30.0,6.0,47.0,1313382.0,35.0,43.0,
SVS0871,23.0,15.0,34.0,28.0,33.0,-4.92,-12.4,1307.81839087,29.723145247,24.0,0.545454545455,199.0,5864975.0,206.0,128.0,
DJS0682,22.0,23.0,36.0,13.0,30.0,0.33,-11.17,603.294967872,27.4224985396,24.0,1.09090909091,141.0,4085610.0,0.0,99.0,
NHE0919,25.0,16.0,32.0,21.0,24.0,-5.33,-14.46,1117.37523792,26.6041723313,24.0,0.571428571429,345.0,10171103.0,352.0,197.0,
MPT0376,19.0,37.0,41.0,48.0,35.0,-13.61,-29.18,1006.3180233,34.7006214933,16.0,0.551724137931,31.0,887707.0,23.0,30.0,
AQD0820,41.0,31.0,27.0,24.0,39.0,-11.47,-18.64,818.785909202,25.5870596626,16.0,0.5,278.0,8416308.0,148.0,174.0,
YEV0793,40.0,37.0,42.0,15.0,22.0,-8.59,-27.13,683.688952,27.34755808,28.0,1.12,184.0,5813223.0,110.0,133.0,
ZCF0590,42.0,42.0,42.0,25.0,31.0,-12.13,-29.7,208.293751996,29.7562502852,30.0,4.28571428571,39.0,1120087.0,0.0,37.0,
KQC0708,34.0,18.0,39.0,42.0,23.0,-15.87,-27.51,251.250302035,31.4062877544,16.0,2.0,16.0,481480.0,0.0,16.0,
CQH0701,35.0,50.0,39.0,50.0,32.0,-22.57,-40.89,96.4272425162,32.1424141721,28.0,9.33333333333,10.0,256094.0,5.0,10.0,
PDW0259,43.0,32.0,38.0,36.0,33.0,-16.08,-28.64,677.971525352,28.2488135563,24.0,1.0,161.0,4829672.0,54.0,104.0,
FWM0707,50.0,36.0,35.0,18.0,34.0,-11.59,-23.94,207.933248906,25.9916561132,16.0,2.0,20.0,620337.0,16.0,20.0,
HDS0367,50.0,42.0,16.0,30.0,19.0,-26.06,-36.27,695.893036798,28.9955431999,30.0,1.25,690.0,20984905.0,733.0,263.0,
SER0165,20.0,15.0,24.0,17.0,27.0,-3.23,-8.76,1074.22669419,32.5523240662,26.0,0.787878787879,41.0,1247776.0,0.0,40.0,
SBD0913,45.0,16.0,19.0,19.0,42.0,-9.4,-8.62,526.243140131,37.5887957237,16.0,1.14285714286,91.0,2684914.0,109.0,75.0,
JKF0465,10.0,37.0,12.0,17.0,32.0,-5.55,-12.15,230.317029544,38.3861715907,16.0,2.66666666667,20.0,629213.0,5.0,20.0,
BNR0965,47.0,19.0,15.0,20.0,22.0,-16.71,-19.77,231.342854528,33.0489792183,16.0,2.28571428571,41.0,1290815.0,51.0,35.0,
ASV0946,35.0,12.0,46.0,17.0,26.0,-1.99,-14.3,300.668766324,33.4076407026,16.0,1.77777777778,44.0,1369610.0,59.0,41.0,
NNA0610,21.0,35.0,18.0,43.0,26.0,-19.65,-28.22,989.492320724,29.9846157795,24.0,0.727272727273,428.0,12841561.0,0.0,225.0,
KQS0415,35.0,42.0,13.0,14.0,34.0,-11.83,-18.55,949.872636738,31.6624212246,30.0,1.0,487.0,14878908.0,278.0,240.0,
VTT0385,14.0,26.0,17.0,36.0,28.0,-12.87,-18.58,905.618830561,33.5414381689,16.0,0.592592592593,30.0,823004.0,6.0,29.0,
ASG0692,26.0,40.0,41.0,23.0,27.0,-7.36,-25.76,660.680179953,25.4107761521,16.0,0.615384615385,140.0,4129420.0,39.0,98.0,
WPR0368,48.0,34.0,40.0,17.0,31.0,-9.71,-24.16,1531.27418038,29.4475803919,30.0,0.576923076923,1023.0,30386466.0,309.0,370.0,
HAV0121,46.0,43.0,38.0,37.0,27.0,-20.61,-37.46,719.475072963,29.9781280401,16.0,0.666666666667,514.0,15268365.0,0.0,226.0,
HCC0344,25.0,11.0,41.0,26.0,22.0,-4.91,-16.33,441.453008252,31.5323577323,24.0,1.71428571429,115.0,3410735.0,129.0,97.0,
UBF0645,34.0,20.0,34.0,23.0,31.0,-7.35,-16.24,287.091176094,26.0991978268,30.0,2.72727272727,107.0,3313820.0,0.0,91.0,
TSR0676,43.0,40.0,26.0,19.0,33.0,-13.05,-23.75,718.921800585,26.626733355,16.0,0.592592592593,610.0,18442816.0,426.0,251.0,
NKH0979,30.0,39.0,42.0,22.0,35.0,-5.8,-22.27,912.872419876,27.6628006023,24.0,0.727272727273,40.0,1300132.0,51.0,40.0,
SXM0895,14.0,18.0,15.0,33.0,25.0,-11.52,-15.0,646.439934106,34.0231544266,16.0,0.842105263158,118.0,3729566.0,33.0,97.0,
KCS0173,39.0,20.0,50.0,20.0,30.0,-3.8,-18.65,1470.45403427,29.4090806855,16.0,0.32,394.0,11843403.0,370.0,210.0,
PMV0850,23.0,39.0,12.0,42.0,23.0,-22.68,-30.76,197.560029277,32.9266715462,30.0,5.0,45.0,1366659.0,8.0,42.0,
PKB0281,39.0,12.0,44.0,26.0,25.0,-7.8,-19.22,1143.49071202,31.7636308895,16.0,0.444444444444,619.0,18889255.0,0.0,280.0,
MIC0726,32.0,41.0,43.0,17.0,23.0,-7.2,-27.36,1253.83163364,26.6772688009,16.0,0.340425531915,521.0,15309412.0,347.0,234.0,
SDO0170,35.0,47.0,22.0,45.0,26.0,-25.63,-38.3,1171.66869177,33.4762483364,16.0,0.457142857143,286.0,8599392.0,228.0,166.0,
VAA0087,36.0,44.0,42.0,18.0,23.0,-9.56,-29.97,910.909340902,28.4659169032,16.0,0.5,221.0,6740006.0,181.0,133.0,
ELB0847,12.0,17.0,16.0,19.0,28.0,-3.77,-7.03,330.047852727,36.6719836363,16.0,1.77777777778,36.0,1071389.0,5.0,35.0,
SBK0161,14.0,27.0,23.0,41.0,39.0,-11.04,-16.62,1507.44962223,32.7706439615,16.0,0.347826086957,53.0,1651251.0,34.0,46.0,
ASL0378,15.0,15.0,41.0,21.0,27.0,0.8,-11.19,1106.27352187,34.5710475584,16.0,0.5,37.0,1218509.0,29.0,34.0,
TLM0797,43.0,42.0,34.0,23.0,36.0,-12.37,-25.82,762.786315639,24.6060101819,24.0,0.774193548387,193.0,5928716.0,247.0,136.0,
SOF0808,45.0,40.0,38.0,22.0,27.0,-13.38,-29.74,811.528941359,25.3602794175,16.0,0.5,335.0,10089838.0,188.0,186.0,
SGM0021,41.0,12.0,26.0,41.0,33.0,-17.43,-19.95,805.553731284,33.5647388035,16.0,0.666666666667,25.0,744581.0,23.0,24.0,
FBA0348,41.0,44.0,40.0,36.0,27.0,-18.34,-36.48,1191.1681777,28.3611470882,16.0,0.380952380952,825.0,24828135.0,0.0,308.0,
ARL0034,41.0,39.0,27.0,21.0,26.0,-14.58,-27.04,760.252149662,27.1518624879,16.0,0.571428571429,286.0,8586414.0,142.0,195.0,
YJF0532,40.0,35.0,23.0,47.0,26.0,-25.82,-35.21,583.018018106,27.7627627669,16.0,0.761904761905,167.0,5223426.0,121.0,131.0,
RJM0381,41.0,47.0,44.0,41.0,25.0,-20.45,-41.27,1126.70587574,35.2095586168,16.0,0.5,37.0,965450.0,42.0,35.0,
JMW0638,43.0,21.0,30.0,18.0,30.0,-9.3,-16.87,579.070090163,27.5747661983,30.0,1.42857142857,133.0,3958710.0,88.0,107.0,
EMS0317,15.0,21.0,44.0,10.0,31.0,6.28,-7.8,1421.26128735,34.6649094475,24.0,0.585365853659,237.0,6686185.0,119.0,151.0,
MNS0224,46.0,21.0,22.0,45.0,30.0,-23.81,-27.73,1345.74912154,30.5852073077,16.0,0.363636363636,1137.0,34201075.0,562.0,258.0,
WVB0539,43.0,16.0,18.0,42.0,31.0,-21.58,-22.6,1242.09051328,33.5700138725,16.0,0.432432432432,329.0,9555525.0,79.0,190.0,
SSG0250,35.0,40.0,20.0,36.0,25.0,-21.38,-31.76,830.053488676,25.1531360205,16.0,0.484848484848,163.0,4987771.0,183.0,117.0,
MLM0950,24.0,20.0,29.0,23.0,36.0,-4.4,-10.79,198.67492884,28.3821326914,30.0,4.28571428571,43.0,1282558.0,54.0,40.0,
HPH0075,40.0,42.0,48.0,25.0,28.0,-10.75,-31.33,1882.44102273,29.4131409802,16.0,0.25,238.0,7115320.0,235.0,183.0,
VMJ0546,20.0,37.0,29.0,39.0,26.0,-15.2,-28.53,1032.42859491,29.4979598547,16.0,0.457142857143,697.0,21859732.0,753.0,259.0,
NLO0131,19.0,13.0,46.0,40.0,29.0,-6.52,-18.76,285.245648747,40.7493783924,16.0,2.28571428571,20.0,576018.0,0.0,20.0,
PES0085,35.0,24.0,18.0,30.0,22.0,-17.46,-23.43,783.951406919,25.2887550619,24.0,0.774193548387,219.0,6532464.0,241.0,130.0,
OHC0973,42.0,24.0,42.0,17.0,35.0,-4.85,-16.62,289.02246746,32.1136074956,16.0,1.77777777778,42.0,1239357.0,0.0,40.0,
NMF0780,44.0,38.0,36.0,20.0,34.0,-10.72,-24.26,326.665082617,23.3332201869,30.0,2.14285714286,57.0,1811689.0,43.0,51.0,
LEM0605,46.0,50.0,40.0,39.0,26.0,-22.33,-42.07,1619.95192512,37.6733005842,16.0,0.372093023256,500.0,14927375.0,282.0,263.0,
BEC0505,35.0,21.0,30.0,19.0,32.0,-6.85,-14.34,1130.34227213,24.0498355772,16.0,0.340425531915,740.0,23016362.0,622.0,303.0,
OLF0504,41.0,43.0,20.0,41.0,31.0,-24.37,-33.81,1374.72848626,29.8854018752,16.0,0.347826086957,741.0,22110530.0,0.0,295.0,
KVS0425,20.0,19.0,21.0,30.0,35.0,-8.29,-11.73,768.781459939,27.4564807121,30.0,1.07142857143,493.0,14813284.0,290.0,255.0,
AJR0319,40.0,13.0,37.0,16.0,24.0,-5.95,-15.44,2079.10258176,32.48597784,24.0,0.375,464.0,14061824.0,356.0,262.0,
DLS0383,10.0,21.0,12.0,25.0,24.0,-8.35,-12.15,821.733361629,35.7275374621,24.0,1.04347826087,24.0,760694.0,20.0,22.0,
BCR0581,20.0,11.0,34.0,36.0,30.0,-7.54,-14.58,254.563695341,31.8204619177,30.0,3.75,47.0,1465358.0,33.0,43.0,
LDB0090,40.0,14.0,39.0,41.0,34.0,-13.96,-21.67,1065.30296257,33.2907175802,16.0,0.5,470.0,13766246.0,108.0,206.0,
GAF0570,31.0,15.0,38.0,46.0,35.0,-13.58,-21.32,1114.93830744,35.9657518529,28.0,0.903225806452,225.0,6761617.0,157.0,152.0,
NNS0059,42.0,23.0,48.0,23.0,25.0,-8.17,-24.06,884.278091088,30.4923479685,24.0,0.827586206897,598.0,17807097.0,526.0,258.0,
JRL0574,19.0,26.0,35.0,47.0,40.0,-11.72,-20.86,268.678539945,38.3826485636,16.0,2.28571428571,48.0,1509954.0,0.0,44.0,
NSS0876,26.0,20.0,25.0,42.0,31.0,-15.37,-20.95,1661.77026022,29.6744689325,16.0,0.285714285714,298.0,8720600.0,0.0,161.0,
SOB0586,45.0,35.0,23.0,24.0,30.0,-16.47,-25.15,189.958035978,23.7447544972,30.0,3.75,46.0,1301170.0,0.0,42.0,
DDA0476,36.0,25.0,39.0,13.0,39.0,-1.28,-11.68,1459.66042467,27.5407627297,24.0,0.452830188679,834.0,24991675.0,576.0,313.0,
DEB0782,42.0,47.0,32.0,21.0,36.0,-12.51,-26.71,363.180899238,33.0164453852,28.0,2.54545454545,64.0,1726392.0,62.0,61.0,
OLW0689,22.0,25.0,40.0,35.0,27.0,-9.17,-22.96,1078.25781436,26.956445359,28.0,0.7,194.0,5936013.0,173.0,141.0,
MMG0943,23.0,27.0,28.0,34.0,26.0,-12.6,-22.71,927.221996247,26.4920570356,16.0,0.457142857143,250.0,7471980.0,314.0,157.0,
RNL0695,47.0,41.0,44.0,19.0,36.0,-9.19,-25.94,1106.39563096,29.9025846205,16.0,0.432432432432,166.0,4731774.0,90.0,122.0,
LNR0656,25.0,39.0,12.0,30.0,23.0,-18.12,-26.34,418.353681599,32.1810524307,24.0,1.84615384615,112.0,3336821.0,0.0,96.0,
AMJ0297,16.0,43.0,50.0,18.0,28.0,-0.2,-23.14,285.448610721,40.7783729602,16.0,2.28571428571,16.0,495520.0,0.0,15.0,
HRL0540,43.0,38.0,17.0,40.0,18.0,-27.61,-37.45,1311.89861477,34.523647757,16.0,0.421052631579,273.0,8267487.0,247.0,180.0,
DLF0377,39.0,35.0,19.0,27.0,34.0,-16.0,-22.52,792.234519756,24.7573287424,24.0,0.75,37.0,1120106.0,22.0,35.0,
TPH0474,44.0,39.0,14.0,21.0,35.0,-16.57,-22.0,164.363380778,27.3938967964,30.0,5.0,15.0,507618.0,0.0,14.0,
KCF0045,40.0,39.0,16.0,27.0,31.0,-18.41,-25.58,1031.91337181,23.997985391,16.0,0.372093023256,1310.0,39223440.0,655.0,262.0,
BIS0247,36.0,19.0,18.0,39.0,37.0,-17.23,-18.12,862.886404351,28.762880145,24.0,0.8,116.0,3566271.0,34.0,97.0,
EFS0882,40.0,40.0,47.0,25.0,27.0,-10.92,-30.8,528.497824851,27.8156749922,16.0,0.842105263158,120.0,3461853.0,0.0,98.0,
NWK0215,21.0,19.0,45.0,18.0,24.0,-0.07,-15.11,1546.92891751,32.2276857814,16.0,0.333333333333,326.0,9852317.0,311.0,222.0,
CSH0626,33.0,17.0,41.0,18.0,23.0,-4.59,-17.22,1335.13828066,27.2477200136,16.0,0.326530612245,610.0,18406675.0,481.0,299.0,
BHW0458,36.0,32.0,28.0,30.0,29.0,-14.86,-25.11,133.660958855,22.2768264758,28.0,4.66666666667,15.0,502610.0,8.0,15.0,
SSH0799,23.0,18.0,31.0,31.0,40.0,-5.76,-11.3,941.806446204,29.4314514439,24.0,0.75,211.0,6137253.0,141.0,155.0,
CAS0507,14.0,46.0,33.0,11.0,25.0,-2.04,-20.46,474.884347085,39.5736955904,30.0,2.5,96.0,2943828.0,89.0,75.0,
DID0650,45.0,21.0,17.0,42.0,21.0,-25.63,-29.88,580.476195497,36.2797622186,24.0,1.5,106.0,3280040.0,0.0,88.0,
KAT0270,21.0,24.0,39.0,23.0,27.0,-3.8,-17.23,616.653389113,26.811016918,28.0,1.21739130435,147.0,4508196.0,173.0,123.0,
TEM0977,22.0,19.0,40.0,45.0,29.0,-12.03,-23.48,1367.31414775,34.1828536938,18.0,0.45,363.0,10873859.0,0.0,210.0,
SHR0334,36.0,41.0,45.0,19.0,31.0,-6.84,-25.66,433.805004081,28.9203336054,16.0,1.06666666667,114.0,3351881.0,0.0,86.0,
JDC0030,31.0,18.0,19.0,21.0,26.0,-10.22,-14.34,859.295886536,26.8529964542,16.0,0.5,39.0,1042187.0,44.0,36.0,
